idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
0	25	5.17024092449154	-4.98612399905647	-0.254954645106547	0.836409735471808	0.00992007791739617	0.0271423920512641	-0.547342339871335
1	10	1.74800506630441	-0.528120112056389	-0.022014886123567	0.984494809834574	0.00440502483221293	0.0137969223470658	-0.174814787986491
2	17	3.26529171358428	-1.80772769224544	-0.0875204324586017	0.932016932514664	0.0136417756766431	0.0250132835311794	-0.361293059868761
3	8	0.99752225006776	-0.230004190858053	-0.018493305352389	0.994762202634456	0.00205348533296319	0.00551734055765638	-0.102046569569995
4	26	5.2508554719499	-4.9371801577122	-0.289846793517838	0.853568515998675	0.0125936027264421	0.025602301512124	-0.520198723396618
5	17	2.89616103297237	-1.44640554097639	-0.0599401219764593	0.948700149628849	0.0133919580387718	0.022318056628067	-0.315104087409914
6	29	6.06763125122492	-6.04392086267375	-0.324085525561431	0.856836359762473	0.0111736386213527	0.0201456481948673	-0.515073543533118
7	14	1.77111763922917	-0.599296947062606	-0.0118691188872718	0.981954371551436	0.00684928633214088	0.0181824263815465	-0.18811724758417
8	23	4.22923270322364	-2.70556646885827	-0.140093128981894	0.91812261667825	0.0101425457043352	0.0259537243346836	-0.395315562182516
9	15	1.62744901865815	-0.526815720960532	-0.00169688976650437	0.985413401660154	0.0090222924560246	0.0150724070151968	-0.169268569481075
10	17	1.99022942600536	-0.714883675775611	-0.0037918644688369	0.979096918598682	0.00896972642111329	0.011976588477552	-0.202843115059242
11	27	5.33250699597448	-3.45317281429693	-0.098323960125412	0.921608864842885	0.00861701521055725	0.00898383015374528	-0.387920272849511
12	32	7.51327374673823	-5.41775206129728	-0.141601426161379	0.918637224527108	0.0113730128143013	0.0094343174365705	-0.394825655127884
13	29	6.04160160084452	-3.58107040333724	-0.0836405637103416	0.935984440074375	0.0112506382414723	0.00459114287795929	-0.351831596768812
14	33	8.05074238373442	-4.92029854944472	-0.0755766396998882	0.938477031756049	0.0114363637343172	0.00628582689894319	-0.345094999719046
15	28	5.30196134645684	-2.42539267792623	-0.0227654689419558	0.957817552212162	0.00801049728758787	0.000349521398220856	-0.287265115254708
16	28	5.1087650382065	-2.07117000775789	-0.00550579212317915	0.965963541152827	0.00672250666620641	-0.0012218716290367	-0.258587996816049
17	32	7.19032181752723	-3.00652504193219	0.0165264584475365	0.966967012636932	0.00654215540965833	0.000931220107494365	-0.254815873727904
18	26	3.54159310545816	-0.960108757154583	0.0118207188855939	0.984102976207133	0.00225000218419188	-3.97969085046889e-06	-0.177584542386423
19	32	6.74098957109927	-2.14109579442036	0.0374578114508205	0.979966578552876	0.00681644997084337	-0.00027738059791646	-0.199045130533679
20	26	2.83976893981043	-0.552618139885348	0.0171731413637235	0.992326711097869	0.00384629685812905	-0.0015686148611899	-0.123573637518621
21	31	5.42770372927472	-1.22332775237015	0.0413898979267731	0.98961652484199	0.00736275033832618	-0.00252561250807242	-0.143521931942746
22	36	8.57596758610508	-1.95065058136866	0.0743450728988902	0.989054937822665	0.00720942706141137	0.0011272567048318	-0.147367172132642
23	33	5.97553215352077	-1.02421698251742	0.058951037380332	0.993884202210565	0.00704574772547574	-0.0014550030416686	-0.110192708476594
24	26	1.0546292613279	-0.0869206821431748	0.00456685088541232	0.999389768371513	0.00334355446424187	-0.00292522026880482	-0.0346461340448924
25	28	1.69936226077434	-0.131832354259827	0.00489682699683137	0.99915172920892	0.00407222374711873	-0.00361274120908606	-0.0408189553214578
26	29	1.78165512048007	-0.109591822709751	0.00529516101506423	0.99945666881641	0.00309754684209947	-0.0020261315173838	-0.0327515977173702
27	38	7.7771935477977	-0.670284229912379	-0.00613981948153872	0.997590291763244	0.00110466774067222	0.00947218651082691	-0.0687216644997296
28	32	2.63557644440809	-0.0978905490789089	0.00854385188030048	0.999675145118472	0.000765899498675541	0.00301050609826986	-0.0252973216636008
29	31	1.3178508293549	-0.0277470385534512	0.00584736167742012	0.999928651384883	0.00054335836182882	0.0017852171479921	-0.0117987245511321
30	40	7.54535258827871	-0.45195770220392	-0.0257186193804925	0.998316316388389	-0.00201327726657116	0.0130110760743829	-0.0564906279550104
31	33	1.41309191995124	-0.0190088367376325	0.00703304078112776	0.999939396682794	-0.000718739185303243	0.00208899153147992	-0.0107852904464478
32	42	7.8021779376784	-0.46783532882814	-0.0166360565737057	0.998163500777216	-0.0012316978609061	0.010625868084144	-0.0596254942454179
33	40	5.47166907506024	-0.228890122110403	0.00208325790044381	0.999152417925876	-0.000969358602357821	0.00976311666816288	-0.0399773392023376
34	40	4.73491417920382	-0.171915725816013	0.00690936795825244	0.999360508571809	-0.000712385298643321	0.00865865721416697	-0.0346856464481824
35	37	1.56592980968876	-0.021547382556042	0.00727642368957858	0.999940278650315	-0.000155427722896798	0.0023367396332496	-0.0106749530603
36	38	1.59185112170614	-0.0191245819028114	0.00586918554123272	0.999930289522762	-0.00100142037723999	0.00354406783755144	-0.0112184150091034
37	43	4.85629969147044	-0.202618211509125	0.0195536619613584	0.999135897239182	-0.000696804347605445	0.00485754741261113	-0.0412719946802962
38	48	8.16496579993458	-0.738008404245112	0.0664392944830362	0.994239381116031	-0.00421464897131225	0.00210782523350307	-0.107078694635517
39	41	1.61981105871236	-0.027277975942506	0.0200438611012954	0.99990484534357	0.000160684533372747	0.00161698214601172	-0.0136988980459089
40	48	6.56499586453962	-0.546043358731405	0.100747746545164	0.995527034912036	-0.00364472998442056	-0.00160144143860584	-0.0943931887792193
41	43	1.63569995148018	-0.0322092065017697	0.0224046029750656	0.999878152003307	1.71412592950204e-05	-0.000913394048217187	-0.0155835350271161
42	50	6.59568488454522	-0.716553179648265	0.109732016351036	0.993552341689934	-0.00321046214174444	-0.00306579265878678	-0.113287413999339
43	49	4.96349633844711	-0.438506030958836	0.0777165328244972	0.99605305194944	-0.00338243062118087	-0.00163786068101	-0.0886802924988897
44	50	4.97570955654658	-0.494100458002269	0.0733171714746941	0.995486868481584	-0.00291361234988009	-0.00193847123438827	-0.0948348452472906
45	55	8.2211249246515	-1.46555722181814	0.151504331143625	0.987017538775262	0.00919678313166582	-0.0126958597846826	-0.159845589474283
46	47	0.83523883224294	-0.020045447277682	0.010390408309011	0.9998629799462	-0.000663705189543662	-4.98591422337306e-05	-0.0165402038256076
47	57	8.24430555357668	-1.51172870752505	0.191602199704347	0.987379502017264	0.0186988136817835	-0.0184226129044133	-0.156181563242295
48	53	4.18168374118458	-0.403987032753272	0.0693019319979166	0.996618983451346	0.00490482386284712	-0.00684822850814743	-0.0817291031003033
49	51	1.68034481595028	-0.0706188297292049	0.0249559095311399	0.999462221664306	-0.000564863852715604	-0.00214563160807826	-0.0327161223203595
50	58	6.64920557593478	-0.975452561680043	0.176455485507986	0.992351217253179	0.0207670847490663	-0.0233660422314575	-0.119422853246755
51	54	2.51980455396611	-0.170219591975825	0.0388128829584995	0.998812055079047	0.00855803026872107	-0.00685043964625029	-0.0474795769077987
52	57	4.19720348646601	-0.423120985518011	0.0912955491983742	0.997039086641781	0.017846363671809	-0.0126383870209169	-0.0737213550182432
53	58	4.18918349616865	-0.411230856078939	0.0990967913742562	0.997161866478739	0.0167280131516123	-0.0175285861676751	-0.0712820754720207
54	63	7.423862573077	-1.07213794816413	0.335233980481713	0.991793243080132	0.0169766178780051	-0.0374124162252892	-0.121071336567346
55	63	6.60917754544917	-0.845573111277651	0.306895452921318	0.993579985860303	0.0138532481424318	-0.0357060724557668	-0.106451752468096
56	58	1.67540941876439	-0.0855343320145514	0.0369392650439456	0.999559917444269	0.00566997494817682	-0.0110223945519129	-0.0269505035432769
57	66	7.38161766752096	-0.982243285685844	0.404938095360051	0.993784549148578	0.0139144842410969	-0.0247583518914141	-0.107636801390059
58	64	4.95682009700117	-0.461247969922472	0.206144600549449	0.996851179262993	0.00578260512898144	-0.0204357321414233	-0.0763980937703706
59	68	7.35694734770935	-0.899477367143485	0.239872546163787	0.995480290675463	0.0118158293115994	-0.0110130784328554	-0.0935846630479969
60	64	3.32552392314519	-0.220751484175727	0.0643463966572189	0.998733838265729	0.00477099922871851	-0.0031150133589855	-0.0499825425637462
61	72	8.91809590074916	-1.04433158669386	0.0983628527311	0.99598869110332	0.00811060617856598	0.000543222249275758	-0.0891092036284618
62	68	4.92046754232658	-0.378197463101048	0.0399586146081427	0.998480905928199	0.00896431155959793	0.00436078401128328	-0.0541895301499454
63	72	7.2921186283419	-0.609475796046703	0.0685328660291888	0.99793673333659	0.00602502965521125	0.00151056839658434	-0.06390378281658
64	65	0.829036528754324	-0.0253942052362477	0.0154298068287583	0.999938964993777	0.00293744719982509	0.00298726554586901	-0.0102232057438517
65	68	2.43650935385475	-0.0831676158953924	0.0456327368882303	0.999786177506887	0.00380248196137626	-0.00230380570873618	-0.0201948725264144
66	74	6.48449315254533	-0.32539165113343	0.131852639681378	0.999297630736269	0.000613660074627903	-0.0075865394095666	-0.0366921387490357
67	72	4.01880182337874	-0.13531262962837	0.0778269782189403	0.999603589474397	-0.000863636880466959	-0.00367441013601593	-0.0279001209924243
68	74	4.87528027724201	-0.168866250460251	0.082107023573241	0.999685903832527	-0.00144149826743783	-0.00529718398824535	-0.0244531307419755
69	72	2.41708080196261	-0.0561276408159291	0.0343741723281133	0.999867885234816	0.00136118090092156	-0.00060059648067636	-0.0161863691567555
70	73	2.43628145296006	-0.0547866557783218	0.0358430150194842	0.999919236435837	0.00310188475307943	-0.00310025570397441	-0.011928425341262
71	72	0.809948846698462	-0.0125911417465931	0.0124238236242986	0.999988895681561	0.00166889115901351	-0.000888307501853704	-0.00431673784852902
72	82	8.99613201458303	0.213057835869673	0.111203324137752	0.999800626302912	-0.00799131750954308	-0.00107481032126868	0.0182672184948972
73	76	2.57295665430932	0.0111312440668906	0.0222977789318324	0.999986069677996	0.000336029086712456	-0.000289352982807093	0.00525963965089943
74	84	9.32378398404958	0.35399499894449	0.0630012178739496	0.999759871389241	-0.00907656392445484	0.00255448670178328	0.019781055198978
75	84	8.46682118837338	0.32310661831181	0.060227070774187	0.999784434230654	-0.0101427294666651	0.00229804336266061	0.0179702283168458
76	83	6.59187525044264	0.226250612896313	0.0558248078131201	0.999844507470889	-0.0094025627698097	0.00141604792935426	0.0148508417915434
77	83	5.70170949719326	0.166361677864495	0.0498569510614689	0.999903978261682	-0.00854333682978604	0.00139931177964722	0.010820701401348
78	84	5.79547563343065	0.13450455130061	0.0485951906080681	0.999946159391448	-0.00791938552118341	0.00187496964300844	0.0064378676669225
79	82	2.87997509465758	0.0555017236858956	0.0281983559310972	0.999975998796331	-0.00585433089222476	0.00101895705416648	0.0035623542223844
80	83	2.92814872991283	0.0401251607717739	0.0292791163900351	0.999987943235757	-0.0046741989786433	0.00147918164217953	0.000277972478122354
81	85	3.98567175802424	0.0309157741007371	0.033612937785212	0.999994670739528	-0.00249642322152825	0.00179474713754192	-0.00109783712527689
82	87	5.07273685068682	0.029494632229548	0.041729728713521	0.999997528458693	-0.000940720667310048	0.00175786696603539	-0.000983882544670062
83	88	5.12349364212373	0.0343026894438084	0.0437468735413331	0.999997848233776	-0.000974324639696872	0.00176035254624357	-0.000505349609765596
84	92	8.26712552983768	0.0633739220894353	0.0873958823382228	0.999988561843715	-0.00172651379820305	0.0039993732373681	0.00197492925249467
85	89	4.14359026477078	0.030749361353032	0.0443541064793711	0.999998334987436	-0.00114503660864203	0.00141631371357028	-0.00011388145618534
86	92	6.2207447524737	0.0516966448191349	0.0804149470920028	0.999991122854331	-0.00178778410169163	0.00318678775436192	0.0020981954983775
87	96	9.29329150430742	0.108999059710651	0.115245205695595	0.999970008590016	-0.00093576808131955	0.00393732639678799	0.00660331124716077
88	89	1.03866013243146	0.00788639311562975	0.0147481674744105	0.999999873785044	-0.000251500328619761	0.000433680236955944	3.31501590297905e-05
89	93	4.13779082795163	0.0414665553768242	0.0645428427431319	0.999988613346259	-0.00034150566548757	0.00312282761632091	0.00359228331090421
90	96	6.17653581363538	0.0791971773829917	0.0837967565867731	0.999974972635486	0.000721384612423701	0.00306175411360721	0.0063371419936676
91	98	7.16775379685129	0.0994251952269891	0.105716099500105	0.999993009655129	-7.43589813402726e-05	2.74768936959275e-05	0.0037382290780628
92	95	3.08402733500726	0.0311397001387617	0.0519589632414078	0.999991172026707	0.000741770077776711	0.00118146879231053	0.00396355614276178
93	96	3.07544196237576	0.0286299672508602	0.0556102417213715	0.999995150158976	0.000468160547818254	-4.04257642728829e-05	0.00307877410450754
94	96	2.04853977653151	0.0152391457188571	0.038100778723607	0.999998368817944	0.000298580400080246	-0.000354581004735055	0.00174570430113471
95	97	2.03821763894766	0.0143367397194862	0.039506023106987	0.99999920006916	-0.000372013223248038	-0.0011903919661089	0.000210794137402692
96	98	2.02612178386864	0.0131066787796926	0.0406862924775177	0.999994943154428	-0.00102540447332181	-0.00232222754641691	-0.00191558619276462
97	100	3.02444723147763	0.00118922307070274	0.0576026834725901	0.999972031029544	-0.00116782766036556	-0.00124018489687808	-0.00728253243213366
98	101	3.01639638626982	-0.0152961316091149	0.0547555639340706	0.999958576781297	0.000160747993576112	0.0020402039903642	-0.00886884712253716
99	106	6.93249628374144	-0.127970884332148	0.118055569728867	0.999796479228963	-0.00107686292054515	-0.000245861427342986	-0.0201439827188698
100	105	4.94968757521882	-0.0637932097849156	0.0931036348654735	0.999890420031122	-0.000666972471097589	-0.000505896794600057	-0.014779957582572
101	109	7.85115003940733	-0.149130501910069	0.166367909630857	0.999806622632121	-0.000984541154126652	0.00678010578169639	-0.0184330731365047
102	106	3.92697161654597	-0.0349514190688453	0.0914133305234587	0.999935276786784	-0.000442185916304872	-0.00349127717989985	-0.0108193203393433
103	107	3.91328682119084	-0.0313446541726935	0.0838746993886906	0.999949451200443	-0.00112725130315317	-0.00175637747247303	-0.00983562334613441
104	106	1.95747034129517	-0.00241588079342244	0.0385088626642508	0.999985460667568	-0.00149355295266384	-0.00108956364591501	-0.00506562968545583
