idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
1	3	1.99666315438745	-0.122697210296967	0.0321599099810983	0.998949840188141	0.00220436263914749	-0.00414916561431107	-0.0455756733153623
2	5	2.98144364529155	-0.246290512644251	0.0486693963203635	0.997562842136483	0.00051804564131842	-0.00325773260678413	-0.0696957301099427
3	13	9.49576966733892	-2.36793739149903	0.188598829800682	0.972892580631849	0.00486424404139273	-0.00377011321384508	-0.231175586790133
4	7	2.9696772482791	-0.251433950408005	0.0442082549218095	0.997545410317954	0.00325649341625079	-0.00175604509401573	-0.0699247160154553
5	7	1.97949753426847	-0.119746367293107	0.0327410008222029	0.998917090214729	0.00214850508514132	-0.00194309546214881	-0.0464354948596881
6	10	3.92414014232582	-0.416992888312887	0.0675169417087622	0.995770259690887	0.00373694980558854	-0.00274131773086563	-0.0917611589856611
7	11	3.91555214914994	-0.413439267346086	0.059950955661368	0.995718898605533	0.00207894966689636	-0.000750998376340417	-0.0924066498121505
8	16	7.61926035077937	-1.54272209555362	0.11366638478351	0.982456113280954	0.00368059394385199	-0.00121651264577476	-0.186453637138258
9	11	1.96314831459454	-0.113994217608506	0.0284943135776107	0.998894073066909	0.000176903579696717	0.000724518835017085	-0.0470114301992889
10	17	6.67381259273624	-1.20552879635842	0.099609533147534	0.986474920445476	0.00366731285686313	-0.00110282601520559	-0.163867525529869
11	20	8.41918410691058	-1.92565314018654	0.13068059695787	0.977707177859246	0.00516205430133273	-0.00381389160902801	-0.209874919389369
12	20	7.52165862094353	-1.5343586321229	0.11625285147412	0.982437551647732	0.00548684494477092	-0.00384667435048337	-0.186471324179895
13	22	8.36866167300053	-1.91794338934052	0.13121352407336	0.977922945776983	0.00806640853114527	-0.00728945505723965	-0.208682795220989
14	20	5.68361543515532	-0.883422644483974	0.0843182990092084	0.990144368736338	0.00357350876643079	-0.00333039392301342	-0.139965237009528
15	18	2.88230462355932	-0.246317022751529	0.0392372153628027	0.997521118278632	0.00185260046857512	-0.000647605175625	-0.0703403658448602
16	20	3.8073827183953	-0.411764724829152	0.0525159310868181	0.995590699529131	0.0016650387470768	-0.00270754974325512	-0.0937499644344121
17	26	8.34017294358532	-1.90602276375697	0.135164916484311	0.979692755308606	0.00946793067082707	-0.00838395435954056	-0.200105404209734
18	29	10.1560044821449	-2.73565764238603	0.158729467282505	0.973401550544165	0.0118263559242858	-0.00614215532950125	-0.22871780130037
19	23	3.78209002019638	-0.413563544564598	0.0473054974301967	0.995719462594578	0.00357370844473922	-0.00496448643343328	-0.092224369299924
20	31	10.2878747756408	-2.62988160431922	0.134533504870325	0.976478974801747	0.00806918189077182	-0.00557931947074671	-0.21538934808385
21	28	6.64100117460596	-1.13599231338891	0.077190368855117	0.989681660996273	0.00842728719418242	-0.00317233860234948	-0.143000444006292
22	27	4.77393575718162	-0.599438038898534	0.0379285885142433	0.994715465072432	0.00492486036478412	-0.00213031371778793	-0.102529756946886
23	32	8.6637627130118	-1.65805846189607	0.0638085541150109	0.986600516430356	0.00469468456580468	-0.00211989064271422	-0.163073256482618
24	29	4.84971964778148	-0.54868533596597	0.0407130623566057	0.995658082010835	0.00360501355736991	-0.000349355002663432	-0.0930154049329405
25	31	5.86292416719711	-0.719036861000995	0.0451646118476872	0.99442755832133	0.000584429781899913	-0.00209585083891706	-0.105399701622772
26	28	1.96201773499771	-0.0990531979574662	0.010028188740554	0.999358592588288	0.00116114780810861	0.00121500310844714	-0.0357712024283436
27	36	9.02383482639226	-1.47578200574345	0.0533855424963022	0.989674128149505	0.00168021157334036	-0.000667091273206406	-0.143324289462115
28	32	3.98731348514462	-0.314555953005306	0.0327319773888053	0.997809116656694	-0.000516716893662153	-0.002287081151672	-0.0661170853883101
29	32	3.00266309646652	-0.180057653571013	0.0231766586481435	0.99880427286537	-0.000669600507744609	-0.00223830336071647	-0.0488320196091218
30	38	8.27527176750641	-1.12725837372517	0.043947286728796	0.993232495890549	0.00637121090992178	-0.00141489107103752	-0.115959539762057
31	34	3.07658922487382	-0.178211084862233	0.0168157965007025	0.998899943679139	0.000724717695533965	0.000713163007511068	-0.0468814323650584
32	34	2.06499446008978	-0.0846168893299919	0.0106169376200051	0.999514527126468	-3.41971444963079e-05	0.000892466573106497	-0.0311434165936295
33	37	4.22235726296691	-0.294000189577967	0.0131367343305139	0.9983640489276	0.0028567600353851	-2.36893771945341e-05	-0.0571057279946804
34	41	7.58899916241693	-0.783056448416287	0.026687997822875	0.996683731847944	0.0128220408781463	-0.000580800295944126	-0.0803541947155841
35	39	4.32831200335481	-0.278810302803885	0.0143005896545747	0.99878404586044	0.00859905728638026	-0.000844128198302219	-0.0485363100783475
36	42	6.63207455612227	-0.52067133603632	0.0218018987156786	0.998184496704058	0.0126157581187937	0.000356826710375258	-0.0588933430996536
37	42	5.56529463901902	-0.352070750675045	0.0172210883283731	0.998879616886144	0.0104851888171433	0.000704667211787084	-0.0461419031789886
38	40	2.21917549248618	-0.0751503408899026	0.00663872756757521	0.999797687249666	0.00530311882469162	0.000496113959703665	-0.0193962721132168
39	45	6.82342799136869	-0.378609750027963	0.0222683655768417	0.999060270973389	0.00543432897251349	0.000287413464205352	-0.042999539819597
40	49	10.5555190840106	-0.694849156567189	0.0470665881367385	0.99868821964023	0.00371621290576713	-0.00423507947651016	-0.0508929643005191
41	48	8.18832734084559	-0.416247754038053	0.0353546640855488	0.999189580106457	0.00229849013951551	-0.00397842466266318	-0.0399883994048735
42	51	10.86285005578	-0.584526315350159	0.0665725257049894	0.999156636992401	0.000947590818302	-0.00641984898522803	-0.0405450658487937
43	49	7.16833184223144	-0.270604278067639	0.047425558310613	0.999568199732494	0.000715724465244527	-0.00531059496554991	-0.0288911647938162
